3059040001,3147141
1022150225,1064542
3018590016,3053689
2055170132,2099343
1021740077,1064180
4032760024,4078367
1005450059,1008806
1021230026,1062953
1006150036,1011018
4161770055,4303819
1021710066,1064131
1021700506,1064103
1021770003,1064288
3019650034,3056211
3050260178,3114632
1006100060,1010692
1019540001,1059368
1017450001,1053946
1017490104,1054021
2033190029,2017587
3050990101,3117112
2033290083,2017851
2033290083,2017851
1015050005,1047102
2028540001,2008258
3039090008,3086553
1002970030,1078950
1003820001,1083141
1003820001,1083141
1022150339,1064588
1006160027,1011068
1005200084,1008141
3017780001,3049591
3017780001,3049591
2039447501,2096667
1018650040,1087754
3050520002,3115901
1002830094,1003612
3010600008,3024471
3011060005,3026731
3010660035,3024704
3033540009,3076699
1010890001,1085803
3021010034,3058958
1019540007,1059371
3050800039,3116538
1021730015,1064150
3017780037,3049614
3020000014,3057450
4032530062,4077872
1009720001,1082881
3050990025,3117102
1005659021,1087083
1005480001,1008832
1017250033,1053634
1017290033,1053848
1017350034,1053918
2031960038,2014209
2031960038,2014209
2031960038,2014209
1008320039,1015785
1008320039,1015785
1011990029,1031370
1011990029,1031370
1012037502,1031567
1012037502,1031567
1005330001,1077833
3002600023,3002325
3050990025,3117102
1021800090,1064412
2033280008,2017790
3059040001,3147141
1000157501,1082634
1004560007,1087255
1013330023,1038647
1005927501,1076081
1006120065,1010896
1008657502,1017120
1002010029,1002420
1005427501,1066879
5000050118,5000039
3000350012,3000078
1022170001,1064707
1022150225,1064542
1003500020,1004246
1004240012,1005662
1021740001,1064154
1022370008,1064935
1022150465,1064643
4161880066,4303940
4161340040,4532828
1005720044,1009432
1022150352,1064590
3050730006,3116389
3039740001,3336982
3062537501,3161689
1021800077,1064405
3033040001,3075583
1006110053,1010847
3020320031,3058018
1022390031,1064968
1004250041,1077631
1005270027,1008350
1016210066,1051659
1017560065,1054338
1017600001,1081107
1005700008,1009377
2033180114,2017538
2033640025,2018749
1008580008,1087326
1013920065,1041844
1013920065,1041844
1015760027,1050768
3031450100,3387594
1005930029,1078093
3032930014,3390300
3019990008,3057415
3023140023,3256301
1021710001,1064121
1021710001,1064121
1021710001,1064121
4032750083,4078346
4032750083,4078346
4032750083,4078346
1005900022,1010142
5028670214,5129366
1018360047,1055306
3027910110,3393870
3033130001,3075856
3050340006,3115049
3002080501,3001516
3039750001,3342727
3010730005,3325196
1021800160,1064433
1006060086,1010565
1001630001,1001776
3002410123,3001957
3011690001,3029306
3011060016,3026733
1002830024,1086071
3015430049,3042059
1004630014,1006664
1005920040,1010232
3050710006,3116307
3050710006,3116307
1009720001,1082768
1022330050,1064895
1018380040,1055405
1018420040,1055662
1017170042,1053197
1017300045,1053892
2031950061,2014195
1011260038,1028672
1011270041,1028717
1011280040,1028768
1012000039,1031411
1012030040,1031573
1012080039,1031681
1000880014,1087947
1005937501,1078092
1008430041,1016078
3034140012,3078956
1002020002,1002424
1021370070,1063362
1002860021,1003720
1005860057,1009916
3052870001,3122868
3016120039,3393735
1008170029,1078651
1022150481,1064645
1022150481,1064645
1021700450,1064100
3087107501,3245439
1022430045,1065003
1011170039,1028139
5028690165,5116667
4045910096,4104165
4157390001,4436125
4157390001,4436125
4157390001,4436125
4035520009,4085636
4003190007,4003760
4155550001,4298196
4157390001,4436126
4003190005,4003759
4045910129,4104169
4000470149,4000380
4045910082,4104163
4003190003,4003758
4000420036,4000245
4003600020,4004382
4000460047,4000342
4155560001,4298215
4003600021,4004383
4000470007,4000351
4035520003,4085633
4000470008,4000352
4035520002,4085632
4155560162,4538796
4045910075,4104162
4155560062,4538795
4000450040,4000296
4155560061,4538794
4045910135,4104170
4000460011,4539350
4155560060,4538793
4000450038,4000294
